Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,timestamp,days_after_initial,days_after_100
,Bhutan,27.5142,90.4336,4/1/20,4,0,0,4/1/20,26,-100
,Bolivia,-16.2902,-63.5887,4/1/20,115,7,1,4/1/20,21,1
,Bosnia and Herzegovina,43.9159,17.6791,4/1/20,459,13,19,4/1/20,27,10
,Brazil,-14.235,-51.9253,4/1/20,6836,240,127,4/1/20,35,19
,Brunei,4.5353,114.7277,4/1/20,131,1,52,4/1/20,23,8
,Bulgaria,42.7339,25.4858,4/1/20,422,10,20,4/1/20,24,12
,Burkina Faso,12.2383,-1.5616,4/1/20,282,16,46,4/1/20,22,8
,Cabo Verde,16.5388,-23.0418,4/1/20,6,1,0,4/1/20,12,-100
,Cambodia,11.55,104.9167,4/1/20,109,0,25,4/1/20,65,3
,Cameroon,3.848,11.5021,4/1/20,233,6,0,4/1/20,26,3
Alberta,Canada,53.9333,-116.5765,4/1/20,754,9,0,4/1/20,66,17
British Columbia,Canada,49.2827,-123.1207,4/1/20,1013,24,0,4/1/20,66,17
Grand Princess,Canada,37.6489,-122.6655,4/1/20,13,0,0,4/1/20,66,17
Manitoba,Canada,53.7609,-98.8139,4/1/20,127,1,0,4/1/20,66,17
New Brunswick,Canada,46.5653,-66.4619,4/1/20,81,0,0,4/1/20,66,17
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/1/20,175,1,0,4/1/20,66,17
Nova Scotia,Canada,44.682,-63.7443,4/1/20,173,0,0,4/1/20,66,17
Ontario,Canada,51.2538,-85.3232,4/1/20,2392,37,0,4/1/20,66,17
Prince Edward Island,Canada,46.5107,-63.4168,4/1/20,21,0,0,4/1/20,66,17
Quebec,Canada,52.9399,-73.5491,4/1/20,4611,33,0,4/1/20,66,17
Saskatchewan,Canada,52.9399,-106.4509,4/1/20,193,3,0,4/1/20,66,17
,Central African Republic,6.6111,20.9394,4/1/20,3,0,0,4/1/20,17,-100
,Chad,15.4542,18.7322,4/1/20,7,0,0,4/1/20,13,-100
,Chile,-35.6751,-71.543,4/1/20,3031,16,234,4/1/20,29,16
Anhui,China,31.8257,117.2264,4/1/20,990,6,984,4/1/20,92,92
Beijing,China,40.1824,116.4142,4/1/20,580,8,418,4/1/20,92,92
Chongqing,China,30.0572,107.874,4/1/20,579,6,570,4/1/20,92,92
Fujian,China,26.0789,117.9874,4/1/20,345,1,298,4/1/20,92,92
Gansu,China,37.8099,101.0583,4/1/20,138,2,127,4/1/20,92,92
Guangdong,China,23.3417,113.4244,4/1/20,1501,8,1357,4/1/20,92,92
Guangxi,China,23.8298,108.7881,4/1/20,254,2,250,4/1/20,92,92
Guizhou,China,26.8154,106.8748,4/1/20,146,2,144,4/1/20,92,92
Hainan,China,19.1959,109.7453,4/1/20,168,6,168,4/1/20,92,92
Hebei,China,39.549,116.1306,4/1/20,323,6,310,4/1/20,92,92
Heilongjiang,China,47.862,127.7615,4/1/20,484,13,0,4/1/20,92,92
Henan,China,33.882,113.614,4/1/20,1276,22,0,4/1/20,92,92
Hong Kong,China,22.3,114.2,4/1/20,765,4,147,4/1/20,92,92
Hubei,China,30.9756,112.2707,4/1/20,67802,3193,63326,4/1/20,92,92
Hunan,China,27.6104,111.7088,4/1/20,1018,4,1014,4/1/20,92,92
Inner Mongolia,China,44.0935,113.9448,4/1/20,111,1,74,4/1/20,92,92
Jiangsu,China,32.9711,119.455,4/1/20,646,0,631,4/1/20,92,92
Jiangxi,China,27.614,115.7221,4/1/20,937,1,935,4/1/20,92,92
Jilin,China,43.6661,126.1923,4/1/20,98,1,92,4/1/20,92,92
Liaoning,China,41.2956,122.6085,4/1/20,140,2,124,4/1/20,92,92
Macau,China,22.1667,113.55,4/1/20,41,0,10,4/1/20,92,92
Ningxia,China,37.2692,106.1655,4/1/20,75,0,75,4/1/20,92,92
Qinghai,China,35.7452,95.9956,4/1/20,18,0,18,4/1/20,92,92
Shaanxi,China,35.1917,108.8701,4/1/20,255,3,242,4/1/20,92,92
Shandong,China,36.3427,118.1498,4/1/20,774,7,753,4/1/20,92,92
Shanghai,China,31.202,121.4491,4/1/20,516,6,0,4/1/20,92,92
Shanxi,China,37.5777,112.2922,4/1/20,137,0,133,4/1/20,92,92
Sichuan,China,30.6171,102.7103,4/1/20,552,3,537,4/1/20,92,92
Tianjin,China,39.3054,117.323,4/1/20,176,3,135,4/1/20,92,92
Tibet,China,31.6927,88.0924,4/1/20,1,0,1,4/1/20,92,92
Xinjiang,China,41.1129,85.2401,4/1/20,76,3,73,4/1/20,92,92
Yunnan,China,24.974,101.487,4/1/20,182,2,0,4/1/20,92,92
Zhejiang,China,29.1832,120.0934,4/1/20,1257,1,1226,4/1/20,92,92
,Colombia,4.5709,-74.2973,4/1/20,1065,17,39,4/1/20,26,13
,Congo (Brazzaville),-4.0383,21.7587,4/1/20,19,0,0,4/1/20,17,-100
,Congo (Kinshasa),-4.0383,21.7587,4/1/20,109,9,3,4/1/20,21,0
,Costa Rica,9.7489,-83.7534,4/1/20,375,2,4,4/1/20,26,11
,Cote d'Ivoire,7.54,-5.5471,4/1/20,190,1,9,4/1/20,21,5
,Croatia,45.1,15.2,4/1/20,963,6,73,4/1/20,36,13
,Diamond Princess,0,0,4/1/20,712,11,603,4/1/20,54,51
,Cuba,22,-80,4/1/20,212,6,12,4/1/20,20,4
,Cyprus,35.1264,33.4299,4/1/20,320,9,28,4/1/20,23,9
,Czechia,49.8175,15.473,4/1/20,3508,39,0,4/1/20,31,19
Faroe Islands,Denmark,61.8926,-6.9118,4/1/20,173,0,75,4/1/20,34,22
Greenland,Denmark,71.7069,-42.6043,4/1/20,10,0,2,4/1/20,34,22
,Denmark,56.2639,9.5018,4/1/20,3107,104,894,4/1/20,34,22
,Djibouti,11.8251,42.5903,4/1/20,33,0,0,4/1/20,14,-100
,Dominican Republic,18.7357,-70.1627,4/1/20,1284,57,9,4/1/20,31,11
,Ecuador,-1.8312,-78.1834,4/1/20,2748,93,58,4/1/20,31,14
,Egypt,26,30,4/1/20,779,52,179,4/1/20,47,18
,El Salvador,13.7942,-88.8965,4/1/20,32,1,0,4/1/20,13,-100
,Equatorial Guinea,1.5,10,4/1/20,15,0,1,4/1/20,17,-100
,Eritrea,15.1794,39.7823,4/1/20,15,0,0,4/1/20,11,-100
,Estonia,58.5953,25.0136,4/1/20,779,5,33,4/1/20,34,18
,Eswatini,-26.5225,31.4659,4/1/20,9,0,0,4/1/20,18,-100
,Ethiopia,9.145,40.4897,4/1/20,29,0,2,4/1/20,19,-100
,Fiji,-17.7134,178.065,4/1/20,5,0,0,4/1/20,13,-100
,Finland,64,26,4/1/20,1446,17,10,4/1/20,63,19
French Guiana,France,3.9339,-53.1258,4/1/20,51,0,15,4/1/20,68,32
French Polynesia,France,-17.6797,149.4068,4/1/20,37,0,0,4/1/20,68,32
Guadeloupe,France,16.25,-61.5833,4/1/20,125,6,24,4/1/20,68,32
Mayotte,France,-12.8275,45.1662,4/1/20,94,1,10,4/1/20,68,32
New Caledonia,France,-20.9043,165.618,4/1/20,16,0,0,4/1/20,68,32
Reunion,France,-21.1351,55.2471,4/1/20,281,0,40,4/1/20,68,32
Saint Barthelemy,France,17.9,-62.8333,4/1/20,6,0,1,4/1/20,68,32
St Martin,France,18.0708,-63.0501,4/1/20,15,1,2,4/1/20,68,32
Martinique,France,14.6415,-61.0242,4/1/20,135,3,27,4/1/20,68,32
,France,46.2276,2.2137,4/1/20,56989,4403,10934,4/1/20,68,32
,Gabon,-0.8037,11.6094,4/1/20,18,1,0,4/1/20,18,-100
,Gambia,13.4432,-15.3101,4/1/20,4,1,2,4/1/20,15,-100
,Georgia,42.3154,43.3569,4/1/20,117,0,23,4/1/20,35,2
,Germany,51,9,4/1/20,77872,920,18700,4/1/20,65,31
,Ghana,7.9465,-1.0232,4/1/20,195,5,31,4/1/20,18,6
,Greece,39.0742,21.8243,4/1/20,1415,50,52,4/1/20,35,19
,Guatemala,15.7835,-90.2308,4/1/20,39,1,12,4/1/20,18,-100
,Guinea,9.9456,-9.6966,4/1/20,30,0,0,4/1/20,19,-100
,Guyana,5,-58.75,4/1/20,19,2,0,4/1/20,20,-100
,Haiti,18.9712,-72.2852,4/1/20,16,0,1,4/1/20,12,-100
,Holy See,41.9029,12.4534,4/1/20,6,0,0,4/1/20,26,-100
,Honduras,15.2,-86.2419,4/1/20,172,10,3,4/1/20,21,3
,Hungary,47.1625,19.5033,4/1/20,525,20,40,4/1/20,28,11
,Iceland,64.9631,-19.0208,4/1/20,1220,2,225,4/1/20,33,20
,India,21,78,4/1/20,1998,58,148,4/1/20,62,18
,Indonesia,-0.7893,113.9213,4/1/20,1677,157,103,4/1/20,30,17
,Iran,32,53,4/1/20,47593,3036,15473,4/1/20,42,35
,Iraq,33,44,4/1/20,728,52,182,4/1/20,37,19
,Ireland,53.1424,-7.6921,4/1/20,3447,85,5,4/1/20,32,18
,Israel,31,35,4/1/20,6092,26,241,4/1/20,40,20
,Italy,43,12,4/1/20,110574,13155,16847,4/1/20,61,38
,Jamaica,18.1096,-77.2975,4/1/20,44,3,2,4/1/20,21,-100
,Japan,36,138,4/1/20,2178,57,472,4/1/20,70,40
,Jordan,31.24,36.51,4/1/20,278,5,36,4/1/20,29,10
,Kazakhstan,48.0196,66.9237,4/1/20,380,3,26,4/1/20,19,6
,Kenya,-0.0236,37.9062,4/1/20,81,1,3,4/1/20,19,-100
,South Korea,36,128,4/1/20,9887,165,5567,4/1/20,70,41
,Kuwait,29.5,47.75,4/1/20,317,0,80,4/1/20,37,18
,Kyrgyzstan,41.2044,74.7661,4/1/20,111,0,3,4/1/20,14,1
,Latvia,56.8796,24.6032,4/1/20,446,0,1,4/1/20,30,12
,Lebanon,33.8547,35.8623,4/1/20,479,14,43,4/1/20,40,17
,Liberia,6.4281,-9.4295,4/1/20,6,0,0,4/1/20,16,-100
,Liechtenstein,47.14,9.55,4/1/20,68,0,0,4/1/20,28,-100
,Lithuania,55.1694,23.8813,4/1/20,581,8,7,4/1/20,33,10
,Luxembourg,49.8153,6.1296,4/1/20,2319,29,80,4/1/20,32,15
,Madagascar,-18.7669,46.8691,4/1/20,57,0,0,4/1/20,12,-100
,Malaysia,2.5,112.5,4/1/20,2908,45,645,4/1/20,67,23
,Maldives,3.2028,73.2207,4/1/20,19,0,13,4/1/20,24,-100
,Malta,35.9375,14.3754,4/1/20,188,0,2,4/1/20,25,9
,Mauritania,21.0079,10.9408,4/1/20,6,1,2,4/1/20,18,-100
,Mauritius,-20.2,57.5,4/1/20,161,6,0,4/1/20,14,4
,Mexico,23.6345,-102.5528,4/1/20,1215,29,35,4/1/20,33,13
,Moldova,47.4116,28.3699,4/1/20,423,5,23,4/1/20,24,9
,Monaco,43.7333,7.4167,4/1/20,55,1,2,4/1/20,32,-100
,Mongolia,46.8625,103.8467,4/1/20,14,0,2,4/1/20,22,-100
,Montenegro,42.5,19.3,4/1/20,123,2,0,4/1/20,15,1
,Morocco,31.7917,-7.0926,4/1/20,654,39,29,4/1/20,30,10
,Namibia,-22.9576,18.4904,4/1/20,14,0,2,4/1/20,18,-100
,Nepal,28.1667,84.25,4/1/20,5,0,1,4/1/20,67,-100
Aruba,Netherlands,12.5186,-70.0358,4/1/20,55,0,1,4/1/20,34,26
Curacao,Netherlands,12.1696,-68.99,4/1/20,11,1,3,4/1/20,34,26
Sint Maarten,Netherlands,18.0425,-63.0548,4/1/20,16,1,6,4/1/20,34,26
,Netherlands,52.1326,5.2913,4/1/20,13614,1173,250,4/1/20,34,26
,New Zealand,-40.9006,174.886,4/1/20,708,1,83,4/1/20,33,10
,Nicaragua,12.8654,-85.2072,4/1/20,5,1,0,4/1/20,13,-100
,Niger,17.6078,8.0817,4/1/20,74,5,0,4/1/20,12,-100
,Nigeria,9.082,8.6753,4/1/20,174,2,9,4/1/20,33,3
,North Macedonia,41.6086,21.7453,4/1/20,354,11,17,4/1/20,35,10
,Norway,60.472,8.4689,4/1/20,4863,44,13,4/1/20,35,26
,Oman,21,57,4/1/20,210,1,34,4/1/20,37,6
,Pakistan,30.3753,69.3451,4/1/20,2118,27,94,4/1/20,35,16
,Panama,8.538,-80.7821,4/1/20,1181,30,9,4/1/20,22,13
,Papua New Guinea,-6.315,143.9555,4/1/20,1,0,0,4/1/20,12,-100
,Paraguay,-23.4425,-58.4438,4/1/20,69,3,1,4/1/20,24,-100
,Peru,-9.19,-75.0152,4/1/20,1323,38,394,4/1/20,26,15
,Philippines,13,122,4/1/20,2311,96,50,4/1/20,62,18
,Poland,51.9194,19.1451,4/1/20,2554,43,47,4/1/20,28,18
,Portugal,39.3999,-8.2245,4/1/20,8251,187,43,4/1/20,30,19
,Qatar,25.3548,51.1839,4/1/20,835,2,71,4/1/20,32,21
,Romania,45.9432,24.9668,4/1/20,2460,92,252,4/1/20,35,18
,Russia,60,90,4/1/20,2777,24,190,4/1/20,61,15
,Rwanda,-1.9403,29.8739,4/1/20,82,0,0,4/1/20,18,-100
,Saint Lucia,13.9094,-60.9789,4/1/20,13,0,1,4/1/20,18,-100
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/1/20,1,0,1,4/1/20,18,-100
,San Marino,43.9424,12.4578,4/1/20,236,26,13,4/1/20,34,17
,Saudi Arabia,24,45,4/1/20,1720,16,264,4/1/20,30,18
,Senegal,14.4974,-14.4524,4/1/20,190,1,45,4/1/20,30,6
,Serbia,44.0165,21.0059,4/1/20,1060,28,0,4/1/20,26,13
,Seychelles,-4.6796,55.492,4/1/20,10,0,0,4/1/20,18,-100
,Singapore,1.2833,103.8333,4/1/20,1000,3,245,4/1/20,69,32
,Slovakia,48.669,19.699,4/1/20,400,1,3,4/1/20,26,14
,Slovenia,46.1512,14.9955,4/1/20,841,15,10,4/1/20,27,19
,Somalia,5.1521,46.1996,4/1/20,5,0,1,4/1/20,16,-100
,South Africa,-30.5595,22.9375,4/1/20,1380,5,50,4/1/20,27,14
,Spain,40,-4,4/1/20,104118,9387,22647,4/1/20,60,30
,Sri Lanka,7,81,4/1/20,146,3,21,4/1/20,65,8
,Sudan,12.8628,30.2176,4/1/20,7,2,2,4/1/20,19,-100
,Suriname,3.9193,-56.0278,4/1/20,10,0,0,4/1/20,18,-100
,Sweden,63,16,4/1/20,4947,239,103,4/1/20,61,26
,Switzerland,46.8182,8.2275,4/1/20,17768,488,2967,4/1/20,36,27
,Taiwan*,23.7,121,4/1/20,329,5,39,4/1/20,70,14
,Tanzania,-6.369,34.8888,4/1/20,20,1,1,4/1/20,16,-100
,Thailand,15,101,4/1/20,1771,12,505,4/1/20,70,17
,Togo,8.6195,0.8248,4/1/20,36,2,10,4/1/20,26,-100
,Trinidad and Tobago,10.6918,-61.2225,4/1/20,90,5,1,4/1/20,18,-100
,Tunisia,34,9,4/1/20,423,12,5,4/1/20,28,8
,Turkey,38.9637,35.2433,4/1/20,15679,277,333,4/1/20,21,13
,Uganda,1,32,4/1/20,44,0,0,4/1/20,11,-100
,Ukraine,48.3794,31.1656,4/1/20,794,20,13,4/1/20,29,7
,United Arab Emirates,24,54,4/1/20,814,8,61,4/1/20,63,14
Bermuda,United Kingdom,32.3078,-64.7505,4/1/20,32,0,10,4/1/20,61,27
Cayman Islands,United Kingdom,19.3133,-81.2546,4/1/20,22,1,0,4/1/20,61,27
Channel Islands,United Kingdom,49.3723,-2.3644,4/1/20,172,3,0,4/1/20,61,27
Gibraltar,United Kingdom,36.1408,-5.3536,4/1/20,81,0,34,4/1/20,61,27
Isle of Man,United Kingdom,54.2361,-4.5481,4/1/20,68,1,0,4/1/20,61,27
Montserrat,United Kingdom,16.7425,-62.1874,4/1/20,5,0,0,4/1/20,61,27
,United Kingdom,55.3781,-3.436,4/1/20,29474,2352,135,4/1/20,61,27
,Uruguay,-32.5228,-55.7658,4/1/20,338,2,41,4/1/20,18,11
,US,37.0902,-95.7129,4/1/20,213242,4760,8474,4/1/20,70,29
,Uzbekistan,41.3775,64.5853,4/1/20,181,2,12,4/1/20,17,4
,Venezuela,6.4238,-66.5897,4/1/20,143,3,41,4/1/20,18,6
,Vietnam,16,108,4/1/20,218,0,63,4/1/20,69,10
,Zambia,-15.4167,28.2833,4/1/20,36,0,0,4/1/20,14,-100
,Zimbabwe,-20,30,4/1/20,8,1,0,4/1/20,12,-100
,Dominica,15.415,-61.371,4/1/20,12,0,0,4/1/20,10,-100
,Grenada,12.1165,-61.679,4/1/20,9,0,0,4/1/20,10,-100
,Mozambique,-18.665695,35.529562,4/1/20,10,0,0,4/1/20,10,-100
,Syria,34.802075,38.996815,4/1/20,10,2,0,4/1/20,10,-100
,Timor-Leste,-8.874217,125.727539,4/1/20,1,0,0,4/1/20,10,-100
,Belize,13.1939,-59.5432,4/1/20,3,0,0,4/1/20,9,-100
,Laos,19.85627,102.495496,4/1/20,10,0,0,4/1/20,8,-100
,Libya,26.3351,17.228331,4/1/20,10,0,0,4/1/20,8,-100
,West Bank and Gaza,31.9522,35.2332,4/1/20,134,1,18,4/1/20,27,3
,Guinea-Bissau,11.8037,-15.1804,4/1/20,9,0,0,4/1/20,7,-100
,Mali,17.570692,-3.996166,4/1/20,31,3,0,4/1/20,7,-100
,Saint Kitts and Nevis,17.357822,-62.782998,4/1/20,8,0,0,4/1/20,7,-100
Northwest Territories,Canada,64.8255,-124.8457,4/1/20,2,0,0,4/1/20,66,17
Yukon,Canada,64.2823,-135,4/1/20,5,0,0,4/1/20,66,17
,Kosovo,42.602636,20.902977,4/1/20,125,1,10,4/1/20,6,1
,Burma,21.9162,95.956,4/1/20,15,1,0,4/1/20,5,-100
Anguilla,United Kingdom,18.2206,-63.0686,4/1/20,2,0,0,4/1/20,61,27
British Virgin Islands,United Kingdom,18.4207,-64.64,4/1/20,3,0,0,4/1/20,61,27
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/1/20,6,0,0,4/1/20,61,27
,MS Zaandam,0,0,4/1/20,9,2,0,4/1/20,4,-100
,Botswana,-22.3285,24.6849,4/1/20,4,1,0,4/1/20,2,-100
,Burundi,-3.3731,29.9189,4/1/20,2,0,0,4/1/20,1,-100
,Sierra Leone,8.460555,-11.779889,4/1/20,2,0,0,4/1/20,1,-100
,Afghanistan,33,65,4/2/20,273,6,10,4/2/20,38,6
,Albania,41.1533,20.1683,4/2/20,277,16,76,4/2/20,24,10
,Algeria,28.0339,1.6596,4/2/20,986,86,61,4/2/20,37,12
,Andorra,42.5063,1.5218,4/2/20,428,15,10,4/2/20,31,11
,Angola,-11.2027,17.8739,4/2/20,8,2,1,4/2/20,13,-100
,Antigua and Barbuda,17.0608,-61.7964,4/2/20,9,0,0,4/2/20,20,-100
,Argentina,-38.4161,-63.6167,4/2/20,1133,36,256,4/2/20,30,13
,Armenia,40.0691,45.0382,4/2/20,663,7,33,4/2/20,32,14
Australian Capital Territory,Australia,-35.4735,149.0124,4/2/20,87,1,11,4/2/20,67,19
New South Wales,Australia,-33.8688,151.2093,4/2/20,2298,10,4,4/2/20,67,19
Northern Territory,Australia,-12.4634,130.8456,4/2/20,21,0,0,4/2/20,67,19
Queensland,Australia,-28.0167,153.4,4/2/20,835,4,8,4/2/20,67,19
South Australia,Australia,-34.9285,138.6007,4/2/20,367,0,6,4/2/20,67,19
Tasmania,Australia,-41.4545,145.9707,4/2/20,72,2,5,4/2/20,67,19
Victoria,Australia,-37.8136,144.9631,4/2/20,1036,5,422,4/2/20,67,19
Western Australia,Australia,-31.9505,115.8605,4/2/20,400,2,64,4/2/20,67,19
,Austria,47.5162,14.5501,4/2/20,11129,158,1749,4/2/20,37,25
,Azerbaijan,40.1431,47.5769,4/2/20,400,5,26,4/2/20,32,7
,Bahamas,25.0343,-77.3963,4/2/20,24,1,1,4/2/20,17,-100
,Bahrain,26.0275,50.55,4/2/20,643,4,381,4/2/20,38,23
,Bangladesh,23.685,90.3563,4/2/20,56,6,25,4/2/20,25,-100
,Barbados,13.1939,-59.5432,4/2/20,46,0,0,4/2/20,16,-100
,Belarus,53.7098,27.9534,4/2/20,304,4,53,4/2/20,34,3
,Belgium,50.8333,4,4/2/20,15348,1011,2495,4/2/20,58,27
,Benin,9.3077,2.3158,4/2/20,13,0,1,4/2/20,17,-100
,Bhutan,27.5142,90.4336,4/2/20,5,0,1,4/2/20,27,-100
,Bolivia,-16.2902,-63.5887,4/2/20,123,8,1,4/2/20,22,2
,Bosnia and Herzegovina,43.9159,17.6791,4/2/20,533,16,20,4/2/20,28,11
,Brazil,-14.235,-51.9253,4/2/20,8044,324,127,4/2/20,36,20
,Brunei,4.5353,114.7277,4/2/20,133,1,56,4/2/20,24,9
,Bulgaria,42.7339,25.4858,4/2/20,457,10,25,4/2/20,25,13
,Burkina Faso,12.2383,-1.5616,4/2/20,288,16,50,4/2/20,23,9
,Cabo Verde,16.5388,-23.0418,4/2/20,6,1,0,4/2/20,13,-100
,Cambodia,11.55,104.9167,4/2/20,110,0,34,4/2/20,66,4
,Cameroon,3.848,11.5021,4/2/20,306,7,0,4/2/20,27,4
Alberta,Canada,53.9333,-116.5765,4/2/20,969,13,0,4/2/20,67,18
British Columbia,Canada,49.2827,-123.1207,4/2/20,1121,31,0,4/2/20,67,18
Grand Princess,Canada,37.6489,-122.6655,4/2/20,13,0,0,4/2/20,67,18
Manitoba,Canada,53.7609,-98.8139,4/2/20,167,1,0,4/2/20,67,18
New Brunswick,Canada,46.5653,-66.4619,4/2/20,91,0,0,4/2/20,67,18
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/2/20,183,1,0,4/2/20,67,18
Nova Scotia,Canada,44.682,-63.7443,4/2/20,193,0,0,4/2/20,67,18
Ontario,Canada,51.2538,-85.3232,4/2/20,2793,53,0,4/2/20,67,18
Prince Edward Island,Canada,46.5107,-63.4168,4/2/20,22,0,0,4/2/20,67,18
Quebec,Canada,52.9399,-73.5491,4/2/20,5518,36,0,4/2/20,67,18
Saskatchewan,Canada,52.9399,-106.4509,4/2/20,206,3,0,4/2/20,67,18
,Central African Republic,6.6111,20.9394,4/2/20,3,0,0,4/2/20,18,-100
,Chad,15.4542,18.7322,4/2/20,8,0,0,4/2/20,14,-100
,Chile,-35.6751,-71.543,4/2/20,3404,18,335,4/2/20,30,17
Anhui,China,31.8257,117.2264,4/2/20,990,6,984,4/2/20,93,93
Beijing,China,40.1824,116.4142,4/2/20,582,8,424,4/2/20,93,93
Chongqing,China,30.0572,107.874,4/2/20,579,6,570,4/2/20,93,93
Fujian,China,26.0789,117.9874,4/2/20,345,1,299,4/2/20,93,93
Gansu,China,37.8099,101.0583,4/2/20,138,2,127,4/2/20,93,93
Guangdong,China,23.3417,113.4244,4/2/20,1507,8,1365,4/2/20,93,93
Guangxi,China,23.8298,108.7881,4/2/20,254,2,252,4/2/20,93,93
Guizhou,China,26.8154,106.8748,4/2/20,146,2,144,4/2/20,93,93
Hainan,China,19.1959,109.7453,4/2/20,168,6,162,4/2/20,93,93
Hebei,China,39.549,116.1306,4/2/20,325,6,310,4/2/20,93,93
Heilongjiang,China,47.862,127.7615,4/2/20,488,13,0,4/2/20,93,93
Henan,China,33.882,113.614,4/2/20,1276,22,0,4/2/20,93,93
Hong Kong,China,22.3,114.2,4/2/20,802,4,147,4/2/20,93,93
Hubei,China,30.9756,112.2707,4/2/20,67802,3199,63471,4/2/20,93,93
Hunan,China,27.6104,111.7088,4/2/20,1019,4,1014,4/2/20,93,93
Inner Mongolia,China,44.0935,113.9448,4/2/20,117,1,74,4/2/20,93,93
Jiangsu,China,32.9711,119.455,4/2/20,647,0,631,4/2/20,93,93
Jiangxi,China,27.614,115.7221,4/2/20,937,1,935,4/2/20,93,93
Jilin,China,43.6661,126.1923,4/2/20,98,1,92,4/2/20,93,93
Liaoning,China,41.2956,122.6085,4/2/20,141,2,124,4/2/20,93,93
Macau,China,22.1667,113.55,4/2/20,41,0,10,4/2/20,93,93
Ningxia,China,37.2692,106.1655,4/2/20,75,0,75,4/2/20,93,93
Qinghai,China,35.7452,95.9956,4/2/20,18,0,18,4/2/20,93,93
Shaanxi,China,35.1917,108.8701,4/2/20,255,3,242,4/2/20,93,93
Shandong,China,36.3427,118.1498,4/2/20,775,7,753,4/2/20,93,93
Shanghai,China,31.202,121.4491,4/2/20,522,6,0,4/2/20,93,93
Shanxi,China,37.5777,112.2922,4/2/20,137,0,133,4/2/20,93,93
Sichuan,China,30.6171,102.7103,4/2/20,554,3,537,4/2/20,93,93
Tianjin,China,39.3054,117.323,4/2/20,176,3,135,4/2/20,93,93
Tibet,China,31.6927,88.0924,4/2/20,1,0,1,4/2/20,93,93
Xinjiang,China,41.1129,85.2401,4/2/20,76,3,73,4/2/20,93,93
Yunnan,China,24.974,101.487,4/2/20,183,2,0,4/2/20,93,93
Zhejiang,China,29.1832,120.0934,4/2/20,1258,1,1228,4/2/20,93,93
,Colombia,4.5709,-74.2973,4/2/20,1161,19,55,4/2/20,27,14
,Congo (Brazzaville),-4.0383,21.7587,4/2/20,22,2,2,4/2/20,18,-100
,Congo (Kinshasa),-4.0383,21.7587,4/2/20,134,13,3,4/2/20,22,1
,Costa Rica,9.7489,-83.7534,4/2/20,396,2,6,4/2/20,27,12
,Cote d'Ivoire,7.54,-5.5471,4/2/20,194,1,15,4/2/20,22,6
,Croatia,45.1,15.2,4/2/20,1011,7,88,4/2/20,37,14
,Diamond Princess,0,0,4/2/20,712,11,619,4/2/20,55,52
,Cuba,22,-80,4/2/20,233,6,13,4/2/20,21,5
,Cyprus,35.1264,33.4299,4/2/20,356,10,28,4/2/20,24,10
,Czechia,49.8175,15.473,4/2/20,3858,44,0,4/2/20,32,20
Faroe Islands,Denmark,61.8926,-6.9118,4/2/20,177,0,81,4/2/20,35,23
Greenland,Denmark,71.7069,-42.6043,4/2/20,10,0,2,4/2/20,35,23
,Denmark,56.2639,9.5018,4/2/20,3386,123,1089,4/2/20,35,23
,Djibouti,11.8251,42.5903,4/2/20,40,0,0,4/2/20,15,-100
,Dominican Republic,18.7357,-70.1627,4/2/20,1380,60,16,4/2/20,32,12
,Ecuador,-1.8312,-78.1834,4/2/20,3163,120,65,4/2/20,32,15
,Egypt,26,30,4/2/20,865,58,201,4/2/20,48,19
,El Salvador,13.7942,-88.8965,4/2/20,41,2,0,4/2/20,14,-100
,Equatorial Guinea,1.5,10,4/2/20,15,0,1,4/2/20,18,-100
,Eritrea,15.1794,39.7823,4/2/20,22,0,0,4/2/20,12,-100
,Estonia,58.5953,25.0136,4/2/20,858,11,45,4/2/20,35,19
,Eswatini,-26.5225,31.4659,4/2/20,9,0,0,4/2/20,19,-100
,Ethiopia,9.145,40.4897,4/2/20,29,0,3,4/2/20,20,-100
,Fiji,-17.7134,178.065,4/2/20,7,0,0,4/2/20,14,-100
,Finland,64,26,4/2/20,1518,19,300,4/2/20,64,20
French Guiana,France,3.9339,-53.1258,4/2/20,51,0,15,4/2/20,69,33
French Polynesia,France,-17.6797,149.4068,4/2/20,37,0,0,4/2/20,69,33
Guadeloupe,France,16.25,-61.5833,4/2/20,128,6,24,4/2/20,69,33
Mayotte,France,-12.8275,45.1662,4/2/20,116,1,10,4/2/20,69,33
New Caledonia,France,-20.9043,165.618,4/2/20,18,0,1,4/2/20,69,33
Reunion,France,-21.1351,55.2471,4/2/20,308,0,40,4/2/20,69,33
Saint Barthelemy,France,17.9,-62.8333,4/2/20,6,0,1,4/2/20,69,33
St Martin,France,18.0708,-63.0501,4/2/20,22,1,2,4/2/20,69,33
Martinique,France,14.6415,-61.0242,4/2/20,138,3,27,4/2/20,69,33
,France,46.2276,2.2137,4/2/20,59105,5387,12428,4/2/20,69,33
,Gabon,-0.8037,11.6094,4/2/20,21,1,0,4/2/20,19,-100
,Gambia,13.4432,-15.3101,4/2/20,4,1,2,4/2/20,16,-100
