Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,timestamp,days_after_initial,days_after_100
Anhui,China,31.8257,117.2264,1/22/20,1,0,0,1/22/20,22,22
Beijing,China,40.1824,116.4142,1/22/20,14,0,0,1/22/20,22,22
Chongqing,China,30.0572,107.874,1/22/20,6,0,0,1/22/20,22,22
Fujian,China,26.0789,117.9874,1/22/20,1,0,0,1/22/20,22,22
Guangdong,China,23.3417,113.4244,1/22/20,26,0,0,1/22/20,22,22
Guangxi,China,23.8298,108.7881,1/22/20,2,0,0,1/22/20,22,22
Guizhou,China,26.8154,106.8748,1/22/20,1,0,0,1/22/20,22,22
Hainan,China,19.1959,109.7453,1/22/20,4,0,0,1/22/20,22,22
Hebei,China,39.549,116.1306,1/22/20,1,0,0,1/22/20,22,22
Henan,China,33.882,113.614,1/22/20,5,0,0,1/22/20,22,22
Hubei,China,30.9756,112.2707,1/22/20,444,17,28,1/22/20,22,22
Hunan,China,27.6104,111.7088,1/22/20,4,0,0,1/22/20,22,22
Jiangsu,China,32.9711,119.455,1/22/20,1,0,0,1/22/20,22,22
Jiangxi,China,27.614,115.7221,1/22/20,2,0,0,1/22/20,22,22
Liaoning,China,41.2956,122.6085,1/22/20,2,0,0,1/22/20,22,22
Macau,China,22.1667,113.55,1/22/20,1,0,0,1/22/20,22,22
Ningxia,China,37.2692,106.1655,1/22/20,1,0,0,1/22/20,22,22
Shandong,China,36.3427,118.1498,1/22/20,2,0,0,1/22/20,22,22
Shanghai,China,31.202,121.4491,1/22/20,9,0,0,1/22/20,22,22
Shanxi,China,37.5777,112.2922,1/22/20,1,0,0,1/22/20,22,22
Sichuan,China,30.6171,102.7103,1/22/20,5,0,0,1/22/20,22,22
Tianjin,China,39.3054,117.323,1/22/20,4,0,0,1/22/20,22,22
Yunnan,China,24.974,101.487,1/22/20,1,0,0,1/22/20,22,22
Zhejiang,China,29.1832,120.0934,1/22/20,10,0,0,1/22/20,22,22
,Japan,36,138,1/22/20,2,0,0,1/22/20,0,-100
,South Korea,36,128,1/22/20,1,0,0,1/22/20,0,-100
,Taiwan*,23.7,121,1/22/20,1,0,0,1/22/20,0,-100
,Thailand,15,101,1/22/20,2,0,0,1/22/20,0,-100
,US,37.0902,-95.7129,1/22/20,1,0,0,1/22/20,0,-100
Anhui,China,31.8257,117.2264,1/23/20,9,0,0,1/23/20,23,23
Beijing,China,40.1824,116.4142,1/23/20,22,0,0,1/23/20,23,23
Chongqing,China,30.0572,107.874,1/23/20,9,0,0,1/23/20,23,23
Fujian,China,26.0789,117.9874,1/23/20,5,0,0,1/23/20,23,23
Gansu,China,37.8099,101.0583,1/23/20,2,0,0,1/23/20,23,23
Guangdong,China,23.3417,113.4244,1/23/20,32,0,2,1/23/20,23,23
Guangxi,China,23.8298,108.7881,1/23/20,5,0,0,1/23/20,23,23
Guizhou,China,26.8154,106.8748,1/23/20,3,0,0,1/23/20,23,23
Hainan,China,19.1959,109.7453,1/23/20,5,0,0,1/23/20,23,23
Hebei,China,39.549,116.1306,1/23/20,1,1,0,1/23/20,23,23
Heilongjiang,China,47.862,127.7615,1/23/20,2,0,0,1/23/20,23,23
Henan,China,33.882,113.614,1/23/20,5,0,0,1/23/20,23,23
Hong Kong,China,22.3,114.2,1/23/20,2,0,0,1/23/20,23,23
Hubei,China,30.9756,112.2707,1/23/20,444,17,28,1/23/20,23,23
Hunan,China,27.6104,111.7088,1/23/20,9,0,0,1/23/20,23,23
Jiangsu,China,32.9711,119.455,1/23/20,5,0,0,1/23/20,23,23
Jiangxi,China,27.614,115.7221,1/23/20,7,0,0,1/23/20,23,23
Jilin,China,43.6661,126.1923,1/23/20,1,0,0,1/23/20,23,23
Liaoning,China,41.2956,122.6085,1/23/20,3,0,0,1/23/20,23,23
Macau,China,22.1667,113.55,1/23/20,2,0,0,1/23/20,23,23
Ningxia,China,37.2692,106.1655,1/23/20,1,0,0,1/23/20,23,23
Shaanxi,China,35.1917,108.8701,1/23/20,3,0,0,1/23/20,23,23
Shandong,China,36.3427,118.1498,1/23/20,6,0,0,1/23/20,23,23
Shanghai,China,31.202,121.4491,1/23/20,16,0,0,1/23/20,23,23
Shanxi,China,37.5777,112.2922,1/23/20,1,0,0,1/23/20,23,23
Sichuan,China,30.6171,102.7103,1/23/20,8,0,0,1/23/20,23,23
Tianjin,China,39.3054,117.323,1/23/20,4,0,0,1/23/20,23,23
Xinjiang,China,41.1129,85.2401,1/23/20,2,0,0,1/23/20,23,23
Yunnan,China,24.974,101.487,1/23/20,2,0,0,1/23/20,23,23
Zhejiang,China,29.1832,120.0934,1/23/20,27,0,0,1/23/20,23,23
,Japan,36,138,1/23/20,2,0,0,1/23/20,1,-100
,South Korea,36,128,1/23/20,1,0,0,1/23/20,1,-100
,Singapore,1.2833,103.8333,1/23/20,1,0,0,1/23/20,0,-100
,Taiwan*,23.7,121,1/23/20,1,0,0,1/23/20,1,-100
,Thailand,15,101,1/23/20,3,0,0,1/23/20,1,-100
,US,37.0902,-95.7129,1/23/20,1,0,0,1/23/20,1,-100
,Vietnam,16,108,1/23/20,2,0,0,1/23/20,0,-100
Anhui,China,31.8257,117.2264,1/24/20,15,0,0,1/24/20,24,24
Beijing,China,40.1824,116.4142,1/24/20,36,0,1,1/24/20,24,24
Chongqing,China,30.0572,107.874,1/24/20,27,0,0,1/24/20,24,24
Fujian,China,26.0789,117.9874,1/24/20,10,0,0,1/24/20,24,24
Gansu,China,37.8099,101.0583,1/24/20,2,0,0,1/24/20,24,24
Guangdong,China,23.3417,113.4244,1/24/20,53,0,2,1/24/20,24,24
Guangxi,China,23.8298,108.7881,1/24/20,23,0,0,1/24/20,24,24
Guizhou,China,26.8154,106.8748,1/24/20,3,0,0,1/24/20,24,24
Hainan,China,19.1959,109.7453,1/24/20,8,0,0,1/24/20,24,24
Hebei,China,39.549,116.1306,1/24/20,2,1,0,1/24/20,24,24
Heilongjiang,China,47.862,127.7615,1/24/20,4,1,0,1/24/20,24,24
Henan,China,33.882,113.614,1/24/20,9,0,0,1/24/20,24,24
Hong Kong,China,22.3,114.2,1/24/20,2,0,0,1/24/20,24,24
Hubei,China,30.9756,112.2707,1/24/20,549,24,31,1/24/20,24,24
Hunan,China,27.6104,111.7088,1/24/20,24,0,0,1/24/20,24,24
Inner Mongolia,China,44.0935,113.9448,1/24/20,1,0,0,1/24/20,24,24
Jiangsu,China,32.9711,119.455,1/24/20,9,0,0,1/24/20,24,24
Jiangxi,China,27.614,115.7221,1/24/20,18,0,0,1/24/20,24,24
Jilin,China,43.6661,126.1923,1/24/20,3,0,0,1/24/20,24,24
Liaoning,China,41.2956,122.6085,1/24/20,4,0,0,1/24/20,24,24
Macau,China,22.1667,113.55,1/24/20,2,0,0,1/24/20,24,24
Ningxia,China,37.2692,106.1655,1/24/20,2,0,0,1/24/20,24,24
Shaanxi,China,35.1917,108.8701,1/24/20,5,0,0,1/24/20,24,24
Shandong,China,36.3427,118.1498,1/24/20,15,0,0,1/24/20,24,24
Shanghai,China,31.202,121.4491,1/24/20,20,0,0,1/24/20,24,24
Shanxi,China,37.5777,112.2922,1/24/20,1,0,0,1/24/20,24,24
Sichuan,China,30.6171,102.7103,1/24/20,15,0,0,1/24/20,24,24
Tianjin,China,39.3054,117.323,1/24/20,8,0,0,1/24/20,24,24
Xinjiang,China,41.1129,85.2401,1/24/20,2,0,0,1/24/20,24,24
Yunnan,China,24.974,101.487,1/24/20,5,0,0,1/24/20,24,24
Zhejiang,China,29.1832,120.0934,1/24/20,43,0,1,1/24/20,24,24
,France,46.2276,2.2137,1/24/20,2,0,0,1/24/20,0,-100
,Japan,36,138,1/24/20,2,0,0,1/24/20,2,-100
,South Korea,36,128,1/24/20,2,0,0,1/24/20,2,-100
,Singapore,1.2833,103.8333,1/24/20,3,0,0,1/24/20,1,-100
,Taiwan*,23.7,121,1/24/20,3,0,0,1/24/20,2,-100
,Thailand,15,101,1/24/20,5,0,0,1/24/20,2,-100
,US,37.0902,-95.7129,1/24/20,2,0,0,1/24/20,2,-100
,Vietnam,16,108,1/24/20,2,0,0,1/24/20,1,-100
Anhui,China,31.8257,117.2264,1/25/20,39,0,0,1/25/20,25,25
Beijing,China,40.1824,116.4142,1/25/20,41,0,2,1/25/20,25,25
Chongqing,China,30.0572,107.874,1/25/20,57,0,0,1/25/20,25,25
Fujian,China,26.0789,117.9874,1/25/20,18,0,0,1/25/20,25,25
Gansu,China,37.8099,101.0583,1/25/20,4,0,0,1/25/20,25,25
Guangdong,China,23.3417,113.4244,1/25/20,78,0,2,1/25/20,25,25
Guangxi,China,23.8298,108.7881,1/25/20,23,0,0,1/25/20,25,25
Guizhou,China,26.8154,106.8748,1/25/20,4,0,0,1/25/20,25,25
Hainan,China,19.1959,109.7453,1/25/20,19,0,0,1/25/20,25,25
Hebei,China,39.549,116.1306,1/25/20,8,1,0,1/25/20,25,25
Heilongjiang,China,47.862,127.7615,1/25/20,9,1,0,1/25/20,25,25
Henan,China,33.882,113.614,1/25/20,32,0,0,1/25/20,25,25
Hong Kong,China,22.3,114.2,1/25/20,5,0,0,1/25/20,25,25
Hubei,China,30.9756,112.2707,1/25/20,761,40,32,1/25/20,25,25
Hunan,China,27.6104,111.7088,1/25/20,43,0,0,1/25/20,25,25
Inner Mongolia,China,44.0935,113.9448,1/25/20,7,0,0,1/25/20,25,25
Jiangsu,China,32.9711,119.455,1/25/20,18,0,1,1/25/20,25,25
Jiangxi,China,27.614,115.7221,1/25/20,18,0,0,1/25/20,25,25
Jilin,China,43.6661,126.1923,1/25/20,4,0,0,1/25/20,25,25
Liaoning,China,41.2956,122.6085,1/25/20,17,0,0,1/25/20,25,25
Macau,China,22.1667,113.55,1/25/20,2,0,0,1/25/20,25,25
Ningxia,China,37.2692,106.1655,1/25/20,3,0,0,1/25/20,25,25
Qinghai,China,35.7452,95.9956,1/25/20,1,0,0,1/25/20,25,25
Shaanxi,China,35.1917,108.8701,1/25/20,15,0,0,1/25/20,25,25
Shandong,China,36.3427,118.1498,1/25/20,27,0,0,1/25/20,25,25
Shanghai,China,31.202,121.4491,1/25/20,33,0,0,1/25/20,25,25
Shanxi,China,37.5777,112.2922,1/25/20,6,0,0,1/25/20,25,25
Sichuan,China,30.6171,102.7103,1/25/20,28,0,0,1/25/20,25,25
Tianjin,China,39.3054,117.323,1/25/20,10,0,0,1/25/20,25,25
Xinjiang,China,41.1129,85.2401,1/25/20,3,0,0,1/25/20,25,25
Yunnan,China,24.974,101.487,1/25/20,11,0,0,1/25/20,25,25
Zhejiang,China,29.1832,120.0934,1/25/20,62,0,1,1/25/20,25,25
,France,46.2276,2.2137,1/25/20,3,0,0,1/25/20,1,-100
,Japan,36,138,1/25/20,2,0,0,1/25/20,3,-100
,South Korea,36,128,1/25/20,2,0,0,1/25/20,3,-100
,Malaysia,2.5,112.5,1/25/20,3,0,0,1/25/20,0,-100
,Nepal,28.1667,84.25,1/25/20,1,0,0,1/25/20,0,-100
,Singapore,1.2833,103.8333,1/25/20,3,0,0,1/25/20,2,-100
,Taiwan*,23.7,121,1/25/20,3,0,0,1/25/20,3,-100
,Thailand,15,101,1/25/20,7,0,0,1/25/20,3,-100
,US,37.0902,-95.7129,1/25/20,2,0,0,1/25/20,3,-100
,Vietnam,16,108,1/25/20,2,0,0,1/25/20,2,-100
New South Wales,Australia,-33.8688,151.2093,1/26/20,3,0,0,1/26/20,0,-100
Victoria,Australia,-37.8136,144.9631,1/26/20,1,0,0,1/26/20,0,-100
Ontario,Canada,51.2538,-85.3232,1/26/20,1,0,0,1/26/20,0,-100
Anhui,China,31.8257,117.2264,1/26/20,60,0,0,1/26/20,26,26
Beijing,China,40.1824,116.4142,1/26/20,68,0,2,1/26/20,26,26
Chongqing,China,30.0572,107.874,1/26/20,75,0,0,1/26/20,26,26
Fujian,China,26.0789,117.9874,1/26/20,35,0,0,1/26/20,26,26
Gansu,China,37.8099,101.0583,1/26/20,7,0,0,1/26/20,26,26
Guangdong,China,23.3417,113.4244,1/26/20,111,0,2,1/26/20,26,26
Guangxi,China,23.8298,108.7881,1/26/20,36,0,0,1/26/20,26,26
Guizhou,China,26.8154,106.8748,1/26/20,5,0,0,1/26/20,26,26
Hainan,China,19.1959,109.7453,1/26/20,22,0,0,1/26/20,26,26
Hebei,China,39.549,116.1306,1/26/20,13,1,0,1/26/20,26,26
Heilongjiang,China,47.862,127.7615,1/26/20,15,1,0,1/26/20,26,26
Henan,China,33.882,113.614,1/26/20,83,1,0,1/26/20,26,26
Hong Kong,China,22.3,114.2,1/26/20,8,0,0,1/26/20,26,26
Hubei,China,30.9756,112.2707,1/26/20,1058,52,42,1/26/20,26,26
Hunan,China,27.6104,111.7088,1/26/20,69,0,0,1/26/20,26,26
Inner Mongolia,China,44.0935,113.9448,1/26/20,7,0,0,1/26/20,26,26
Jiangsu,China,32.9711,119.455,1/26/20,33,0,1,1/26/20,26,26
Jiangxi,China,27.614,115.7221,1/26/20,36,0,0,1/26/20,26,26
Jilin,China,43.6661,126.1923,1/26/20,4,0,0,1/26/20,26,26
Liaoning,China,41.2956,122.6085,1/26/20,21,0,0,1/26/20,26,26
Macau,China,22.1667,113.55,1/26/20,5,0,0,1/26/20,26,26
Ningxia,China,37.2692,106.1655,1/26/20,4,0,0,1/26/20,26,26
Qinghai,China,35.7452,95.9956,1/26/20,1,0,0,1/26/20,26,26
Shaanxi,China,35.1917,108.8701,1/26/20,22,0,0,1/26/20,26,26
Shandong,China,36.3427,118.1498,1/26/20,46,0,0,1/26/20,26,26
Shanghai,China,31.202,121.4491,1/26/20,40,1,0,1/26/20,26,26
Shanxi,China,37.5777,112.2922,1/26/20,9,0,0,1/26/20,26,26
Sichuan,China,30.6171,102.7103,1/26/20,44,0,0,1/26/20,26,26
Tianjin,China,39.3054,117.323,1/26/20,14,0,0,1/26/20,26,26
Xinjiang,China,41.1129,85.2401,1/26/20,4,0,0,1/26/20,26,26
Yunnan,China,24.974,101.487,1/26/20,16,0,0,1/26/20,26,26
Zhejiang,China,29.1832,120.0934,1/26/20,104,0,1,1/26/20,26,26
,France,46.2276,2.2137,1/26/20,3,0,0,1/26/20,2,-100
,Japan,36,138,1/26/20,4,0,1,1/26/20,4,-100
,South Korea,36,128,1/26/20,3,0,0,1/26/20,4,-100
,Malaysia,2.5,112.5,1/26/20,4,0,0,1/26/20,1,-100
,Nepal,28.1667,84.25,1/26/20,1,0,0,1/26/20,1,-100
,Singapore,1.2833,103.8333,1/26/20,4,0,0,1/26/20,3,-100
,Taiwan*,23.7,121,1/26/20,4,0,0,1/26/20,4,-100
,Thailand,15,101,1/26/20,8,0,2,1/26/20,4,-100
,US,37.0902,-95.7129,1/26/20,5,0,0,1/26/20,4,-100
,Vietnam,16,108,1/26/20,2,0,0,1/26/20,3,-100
New South Wales,Australia,-33.8688,151.2093,1/27/20,4,0,0,1/27/20,1,-100
Victoria,Australia,-37.8136,144.9631,1/27/20,1,0,0,1/27/20,1,-100
,Cambodia,11.55,104.9167,1/27/20,1,0,0,1/27/20,0,-100
Ontario,Canada,51.2538,-85.3232,1/27/20,1,0,0,1/27/20,1,-100
Anhui,China,31.8257,117.2264,1/27/20,70,0,0,1/27/20,27,27
Beijing,China,40.1824,116.4142,1/27/20,80,1,2,1/27/20,27,27
Chongqing,China,30.0572,107.874,1/27/20,110,0,0,1/27/20,27,27
Fujian,China,26.0789,117.9874,1/27/20,59,0,0,1/27/20,27,27
Gansu,China,37.8099,101.0583,1/27/20,14,0,0,1/27/20,27,27
Guangdong,China,23.3417,113.4244,1/27/20,151,0,4,1/27/20,27,27
Guangxi,China,23.8298,108.7881,1/27/20,46,0,0,1/27/20,27,27
Guizhou,China,26.8154,106.8748,1/27/20,7,0,0,1/27/20,27,27
Hainan,China,19.1959,109.7453,1/27/20,33,1,0,1/27/20,27,27
Hebei,China,39.549,116.1306,1/27/20,18,1,0,1/27/20,27,27
Heilongjiang,China,47.862,127.7615,1/27/20,21,1,0,1/27/20,27,27
Henan,China,33.882,113.614,1/27/20,128,1,0,1/27/20,27,27
Hong Kong,China,22.3,114.2,1/27/20,8,0,0,1/27/20,27,27
Hubei,China,30.9756,112.2707,1/27/20,1423,76,45,1/27/20,27,27
Hunan,China,27.6104,111.7088,1/27/20,100,0,0,1/27/20,27,27
Inner Mongolia,China,44.0935,113.9448,1/27/20,11,0,0,1/27/20,27,27
Jiangsu,China,32.9711,119.455,1/27/20,47,0,1,1/27/20,27,27
Jiangxi,China,27.614,115.7221,1/27/20,72,0,2,1/27/20,27,27
Jilin,China,43.6661,126.1923,1/27/20,6,0,0,1/27/20,27,27
Liaoning,China,41.2956,122.6085,1/27/20,27,0,0,1/27/20,27,27
Macau,China,22.1667,113.55,1/27/20,6,0,0,1/27/20,27,27
Ningxia,China,37.2692,106.1655,1/27/20,7,0,0,1/27/20,27,27
Qinghai,China,35.7452,95.9956,1/27/20,6,0,0,1/27/20,27,27
Shaanxi,China,35.1917,108.8701,1/27/20,35,0,0,1/27/20,27,27
Shandong,China,36.3427,118.1498,1/27/20,75,0,0,1/27/20,27,27
Shanghai,China,31.202,121.4491,1/27/20,53,1,0,1/27/20,27,27
Shanxi,China,37.5777,112.2922,1/27/20,13,0,0,1/27/20,27,27
Sichuan,China,30.6171,102.7103,1/27/20,69,0,0,1/27/20,27,27
Tianjin,China,39.3054,117.323,1/27/20,23,0,0,1/27/20,27,27
Xinjiang,China,41.1129,85.2401,1/27/20,5,0,0,1/27/20,27,27
Yunnan,China,24.974,101.487,1/27/20,26,0,0,1/27/20,27,27
Zhejiang,China,29.1832,120.0934,1/27/20,128,0,1,1/27/20,27,27
,France,46.2276,2.2137,1/27/20,3,0,0,1/27/20,3,-100
,Germany,51,9,1/27/20,1,0,0,1/27/20,0,-100
,Japan,36,138,1/27/20,4,0,1,1/27/20,5,-100
,South Korea,36,128,1/27/20,4,0,0,1/27/20,5,-100
,Malaysia,2.5,112.5,1/27/20,4,0,0,1/27/20,2,-100
,Nepal,28.1667,84.25,1/27/20,1,0,0,1/27/20,2,-100
,Singapore,1.2833,103.8333,1/27/20,5,0,0,1/27/20,4,-100
,Sri Lanka,7,81,1/27/20,1,0,0,1/27/20,0,-100
,Taiwan*,23.7,121,1/27/20,5,0,0,1/27/20,5,-100
,Thailand,15,101,1/27/20,8,0,2,1/27/20,5,-100
,US,37.0902,-95.7129,1/27/20,5,0,0,1/27/20,5,-100
,Vietnam,16,108,1/27/20,2,0,0,1/27/20,4,-100
New South Wales,Australia,-33.8688,151.2093,1/28/20,4,0,0,1/28/20,2,-100
Victoria,Australia,-37.8136,144.9631,1/28/20,1,0,0,1/28/20,2,-100
,Cambodia,11.55,104.9167,1/28/20,1,0,0,1/28/20,1,-100
British Columbia,Canada,49.2827,-123.1207,1/28/20,1,0,0,1/28/20,2,-100
Ontario,Canada,51.2538,-85.3232,1/28/20,1,0,0,1/28/20,2,-100
Anhui,China,31.8257,117.2264,1/28/20,106,0,0,1/28/20,28,28
Beijing,China,40.1824,116.4142,1/28/20,91,1,4,1/28/20,28,28
Chongqing,China,30.0572,107.874,1/28/20,132,0,0,1/28/20,28,28
Fujian,China,26.0789,117.9874,1/28/20,80,0,0,1/28/20,28,28
Gansu,China,37.8099,101.0583,1/28/20,19,0,0,1/28/20,28,28
Guangdong,China,23.3417,113.4244,1/28/20,207,0,4,1/28/20,28,28
Guangxi,China,23.8298,108.7881,1/28/20,51,0,2,1/28/20,28,28
Guizhou,China,26.8154,106.8748,1/28/20,9,0,0,1/28/20,28,28
Hainan,China,19.1959,109.7453,1/28/20,40,1,0,1/28/20,28,28
Hebei,China,39.549,116.1306,1/28/20,33,1,0,1/28/20,28,28
Heilongjiang,China,47.862,127.7615,1/28/20,33,1,0,1/28/20,28,28
Henan,China,33.882,113.614,1/28/20,168,1,0,1/28/20,28,28
Hong Kong,China,22.3,114.2,1/28/20,8,0,0,1/28/20,28,28
Hubei,China,30.9756,112.2707,1/28/20,3554,125,80,1/28/20,28,28
Hunan,China,27.6104,111.7088,1/28/20,143,0,0,1/28/20,28,28
Inner Mongolia,China,44.0935,113.9448,1/28/20,15,0,0,1/28/20,28,28
Jiangsu,China,32.9711,119.455,1/28/20,70,0,1,1/28/20,28,28
Jiangxi,China,27.614,115.7221,1/28/20,109,0,3,1/28/20,28,28
Jilin,China,43.6661,126.1923,1/28/20,8,0,0,1/28/20,28,28
Liaoning,China,41.2956,122.6085,1/28/20,34,0,0,1/28/20,28,28
Macau,China,22.1667,113.55,1/28/20,7,0,0,1/28/20,28,28
Ningxia,China,37.2692,106.1655,1/28/20,11,0,0,1/28/20,28,28
Qinghai,China,35.7452,95.9956,1/28/20,6,0,0,1/28/20,28,28
Shaanxi,China,35.1917,108.8701,1/28/20,46,0,0,1/28/20,28,28
Shandong,China,36.3427,118.1498,1/28/20,95,0,0,1/28/20,28,28
Shanghai,China,31.202,121.4491,1/28/20,66,1,0,1/28/20,28,28
Shanxi,China,37.5777,112.2922,1/28/20,27,0,0,1/28/20,28,28
Sichuan,China,30.6171,102.7103,1/28/20,90,0,0,1/28/20,28,28
Tianjin,China,39.3054,117.323,1/28/20,24,0,0,1/28/20,28,28
Xinjiang,China,41.1129,85.2401,1/28/20,10,0,0,1/28/20,28,28
Yunnan,China,24.974,101.487,1/28/20,44,0,0,1/28/20,28,28
Zhejiang,China,29.1832,120.0934,1/28/20,173,0,3,1/28/20,28,28
,France,46.2276,2.2137,1/28/20,4,0,0,1/28/20,4,-100
,Germany,51,9,1/28/20,4,0,0,1/28/20,1,-100
,Japan,36,138,1/28/20,7,0,1,1/28/20,6,-100
,South Korea,36,128,1/28/20,4,0,0,1/28/20,6,-100
,Malaysia,2.5,112.5,1/28/20,4,0,0,1/28/20,3,-100
,Nepal,28.1667,84.25,1/28/20,1,0,0,1/28/20,3,-100
,Singapore,1.2833,103.8333,1/28/20,7,0,0,1/28/20,5,-100
,Sri Lanka,7,81,1/28/20,1,0,0,1/28/20,1,-100
,Taiwan*,23.7,121,1/28/20,8,0,0,1/28/20,6,-100
,Thailand,15,101,1/28/20,14,0,5,1/28/20,6,-100
,US,37.0902,-95.7129,1/28/20,5,0,0,1/28/20,6,-100
,Vietnam,16,108,1/28/20,2,0,0,1/28/20,5,-100
New South Wales,Australia,-33.8688,151.2093,1/29/20,4,0,0,1/29/20,3,-100
Queensland,Australia,-28.0167,153.4,1/29/20,1,0,0,1/29/20,3,-100
Victoria,Australia,-37.8136,144.9631,1/29/20,1,0,0,1/29/20,3,-100
,Cambodia,11.55,104.9167,1/29/20,1,0,0,1/29/20,2,-100
British Columbia,Canada,49.2827,-123.1207,1/29/20,1,0,0,1/29/20,3,-100
Ontario,Canada,51.2538,-85.3232,1/29/20,1,0,0,1/29/20,3,-100
Anhui,China,31.8257,117.2264,1/29/20,152,0,2,1/29/20,29,29
Beijing,China,40.1824,116.4142,1/29/20,111,1,4,1/29/20,29,29
Chongqing,China,30.0572,107.874,1/29/20,147,0,1,1/29/20,29,29
Fujian,China,26.0789,117.9874,1/29/20,84,0,0,1/29/20,29,29
Gansu,China,37.8099,101.0583,1/29/20,24,0,0,1/29/20,29,29
Guangdong,China,23.3417,113.4244,1/29/20,277,0,5,1/29/20,29,29
Guangxi,China,23.8298,108.7881,1/29/20,58,0,2,1/29/20,29,29
Guizhou,China,26.8154,106.8748,1/29/20,9,0,1,1/29/20,29,29
Hainan,China,19.1959,109.7453,1/29/20,43,1,0,1/29/20,29,29
Hebei,China,39.549,116.1306,1/29/20,48,1,0,1/29/20,29,29
Heilongjiang,China,47.862,127.7615,1/29/20,38,1,0,1/29/20,29,29
Henan,China,33.882,113.614,1/29/20,206,2,0,1/29/20,29,29
Hong Kong,China,22.3,114.2,1/29/20,10,0,0,1/29/20,29,29
Hubei,China,30.9756,112.2707,1/29/20,3554,125,88,1/29/20,29,29
Hunan,China,27.6104,111.7088,1/29/20,221,0,0,1/29/20,29,29
Inner Mongolia,China,44.0935,113.9448,1/29/20,16,0,0,1/29/20,29,29
Jiangsu,China,32.9711,119.455,1/29/20,99,0,1,1/29/20,29,29
Jiangxi,China,27.614,115.7221,1/29/20,109,0,3,1/29/20,29,29
Jilin,China,43.6661,126.1923,1/29/20,9,0,0,1/29/20,29,29
Liaoning,China,41.2956,122.6085,1/29/20,39,0,1,1/29/20,29,29
Macau,China,22.1667,113.55,1/29/20,7,0,0,1/29/20,29,29
Ningxia,China,37.2692,106.1655,1/29/20,12,0,0,1/29/20,29,29
Qinghai,China,35.7452,95.9956,1/29/20,6,0,0,1/29/20,29,29
Shaanxi,China,35.1917,108.8701,1/29/20,56,0,0,1/29/20,29,29
Shandong,China,36.3427,118.1498,1/29/20,130,0,1,1/29/20,29,29
Shanghai,China,31.202,121.4491,1/29/20,96,1,0,1/29/20,29,29
Shanxi,China,37.5777,112.2922,1/29/20,27,0,1,1/29/20,29,29
Sichuan,China,30.6171,102.7103,1/29/20,108,1,1,1/29/20,29,29
Tianjin,China,39.3054,117.323,1/29/20,27,0,0,1/29/20,29,29
Xinjiang,China,41.1129,85.2401,1/29/20,13,0,0,1/29/20,29,29
Yunnan,China,24.974,101.487,1/29/20,55,0,0,1/29/20,29,29
Zhejiang,China,29.1832,120.0934,1/29/20,296,0,3,1/29/20,29,29
,Finland,64,26,1/29/20,1,0,0,1/29/20,0,-100
,France,46.2276,2.2137,1/29/20,5,0,0,1/29/20,5,-100
,Germany,51,9,1/29/20,4,0,0,1/29/20,2,-100
,Japan,36,138,1/29/20,7,0,1,1/29/20,7,-100
,South Korea,36,128,1/29/20,4,0,0,1/29/20,7,-100
,Malaysia,2.5,112.5,1/29/20,7,0,0,1/29/20,4,-100
,Nepal,28.1667,84.25,1/29/20,1,0,0,1/29/20,4,-100
,Singapore,1.2833,103.8333,1/29/20,7,0,0,1/29/20,6,-100
,Sri Lanka,7,81,1/29/20,1,0,0,1/29/20,2,-100
,Taiwan*,23.7,121,1/29/20,8,0,0,1/29/20,7,-100
,Thailand,15,101,1/29/20,14,0,5,1/29/20,7,-100
,United Arab Emirates,24,54,1/29/20,4,0,0,1/29/20,0,-100
,US,37.0902,-95.7129,1/29/20,5,0,0,1/29/20,7,-100
,Vietnam,16,108,1/29/20,2,0,0,1/29/20,6,-100
New South Wales,Australia,-33.8688,151.2093,1/30/20,4,0,2,1/30/20,4,-100
Queensland,Australia,-28.0167,153.4,1/30/20,3,0,0,1/30/20,4,-100
Victoria,Australia,-37.8136,144.9631,1/30/20,2,0,0,1/30/20,4,-100
,Cambodia,11.55,104.9167,1/30/20,1,0,0,1/30/20,3,-100
British Columbia,Canada,49.2827,-123.1207,1/30/20,1,0,0,1/30/20,4,-100
Ontario,Canada,51.2538,-85.3232,1/30/20,1,0,0,1/30/20,4,-100
Anhui,China,31.8257,117.2264,1/30/20,200,0,2,1/30/20,30,30
Beijing,China,40.1824,116.4142,1/30/20,114,1,4,1/30/20,30,30
Chongqing,China,30.0572,107.874,1/30/20,182,0,1,1/30/20,30,30
Fujian,China,26.0789,117.9874,1/30/20,101,0,0,1/30/20,30,30
Gansu,China,37.8099,101.0583,1/30/20,26,0,0,1/30/20,30,30
Guangdong,China,23.3417,113.4244,1/30/20,354,0,10,1/30/20,30,30
Guangxi,China,23.8298,108.7881,1/30/20,78,0,2,1/30/20,30,30
Guizhou,China,26.8154,106.8748,1/30/20,12,0,1,1/30/20,30,30
Hainan,China,19.1959,109.7453,1/30/20,46,1,1,1/30/20,30,30
Hebei,China,39.549,116.1306,1/30/20,65,1,0,1/30/20,30,30
Heilongjiang,China,47.862,127.7615,1/30/20,44,2,0,1/30/20,30,30
Henan,China,33.882,113.614,1/30/20,278,2,0,1/30/20,30,30
